champion,Matchup,Performance avg,Performance std,role,games,Matchup Role
Akshan,Gnar,-19.85837081731725,96.65021597190365,TOP_LANE,21,TOP_LANE
Akshan,Gragas,36.01937380181252,75.67817862451417,TOP_LANE,8,TOP_LANE
Akshan,Graves,19.303060070319077,86.76623287050111,TOP_LANE,16,TOP_LANE
Akshan,Jayce,-31.426703473308557,82.9849805980192,TOP_LANE,7,TOP_LANE
Akshan,Ornn,13.295611182883627,93.15491926297605,TOP_LANE,9,TOP_LANE
Alistar,Aatrox,-2.9408242367866753,95.35311345516585,UTILITY,317,TOP_LANE
Alistar,Akali,-8.478309002332514,94.33993181217654,UTILITY,69,TOP_LANE
Alistar,Akshan,0.32572837865825477,84.84328838059245,UTILITY,6,TOP_LANE
Alistar,Camille,-6.7546568727202105,98.50412223426173,UTILITY,344,TOP_LANE
Alistar,Chogath,5.77562729880631,105.55496428252357,UTILITY,128,TOP_LANE
Alistar,Darius,10.14253432258261,105.08093862482045,UTILITY,39,TOP_LANE
Alistar,DrMundo,7.904179858194927,93.22326985223312,UTILITY,65,TOP_LANE
Alistar,Ekko,-30.70973993746224,112.71235032344131,UTILITY,42,TOP_LANE
Alistar,Fiora,5.7246024536348346,98.98534172456866,UTILITY,130,TOP_LANE
Alistar,Fizz,27.502449797711456,75.6027952981924,UTILITY,20,TOP_LANE
Alistar,Galio,-11.233599674854807,79.21640136773094,UTILITY,7,TOP_LANE
Alistar,Gangplank,-19.168216720710696,95.56966935088973,UTILITY,256,TOP_LANE
Alistar,Gnar,2.10311035027779,99.64570571875252,UTILITY,688,TOP_LANE
Alistar,Gragas,4.224812338262554,97.75347288384202,UTILITY,168,TOP_LANE
Alistar,Graves,13.116190525291444,110.16959231775925,UTILITY,53,TOP_LANE
Alistar,Gwen,-10.798436935987887,98.12137331629927,UTILITY,168,TOP_LANE
Alistar,Hecarim,13.03201916156652,101.19477649594043,UTILITY,47,TOP_LANE
Alistar,Illaoi,-15.70694437224977,79.63553617359352,UTILITY,9,TOP_LANE
Alistar,Irelia,-16.383039515087383,89.64963224998745,UTILITY,113,TOP_LANE
Alistar,JarvanIV,1.759628036167038,112.72356637760934,UTILITY,51,TOP_LANE
Alistar,Jax,14.746179308707353,103.12271020260901,UTILITY,114,TOP_LANE
Alistar,Jayce,-7.259639577363932,96.08449484575266,UTILITY,246,TOP_LANE
Alistar,Karma,21.104512014896706,88.80537265681536,UTILITY,28,TOP_LANE
Alistar,Kayle,-3.3011350548176264,87.20559505806158,UTILITY,18,TOP_LANE
Alistar,Kennen,-7.829407445909727,92.99486307106153,UTILITY,170,TOP_LANE
Alistar,Kled,6.882278233129971,104.74591414267361,UTILITY,18,TOP_LANE
Alistar,KSante,49.73154311066418,115.5476120373307,UTILITY,17,TOP_LANE
Alistar,LeeSin,-11.634056896528604,112.84595197751035,UTILITY,28,TOP_LANE
Alistar,Lissandra,-25.042544231989503,111.37662538527606,UTILITY,20,TOP_LANE
Alistar,Lucian,6.341196158052718,94.94016688052652,UTILITY,25,TOP_LANE
Alistar,Lulu,0.006853939029511124,90.61144754991864,UTILITY,21,TOP_LANE
Alistar,Malphite,5.773857025557853,108.82996989761473,UTILITY,66,TOP_LANE
Alistar,Maokai,-7.605486203443775,99.12833633116787,UTILITY,168,TOP_LANE
Alistar,MonkeyKing,19.703677619935924,105.50803202285029,UTILITY,74,TOP_LANE
Alistar,Mordekaiser,-21.35699051527838,101.88387020895277,UTILITY,31,TOP_LANE
Alistar,Nautilus,-6.705184151636492,91.8176361600595,UTILITY,50,TOP_LANE
Alistar,Neeko,-28.238044431032257,98.45754827559034,UTILITY,20,TOP_LANE
Alistar,Nocturne,1.9019105560666099,95.73658462051579,UTILITY,38,TOP_LANE
Alistar,Olaf,-19.81492706790036,93.89780887529771,UTILITY,32,TOP_LANE
Alistar,Ornn,4.528252165862821,106.15684992024343,UTILITY,291,TOP_LANE
Alistar,Poppy,1.1938678727811027,100.04015359447884,UTILITY,141,TOP_LANE
Alistar,Quinn,-8.223298049118977,96.86897827346813,UTILITY,14,TOP_LANE
Alistar,Rammus,-18.918736283089824,84.3057085370573,UTILITY,6,TOP_LANE
Alistar,Renekton,-0.858127539077026,106.53300448892969,UTILITY,405,TOP_LANE
Alistar,Riven,25.85256491288274,95.96090843986643,UTILITY,21,TOP_LANE
Alistar,Rumble,-1.8421492853528572,95.65953267862592,UTILITY,120,TOP_LANE
Alistar,Ryze,12.229275552826564,94.97948094434321,UTILITY,58,TOP_LANE
Alistar,Sejuani,22.771416883516643,87.57050324194286,UTILITY,43,TOP_LANE
Alistar,Sett,0.08528969938718316,97.77294605362299,UTILITY,78,TOP_LANE
Alistar,Shen,4.776757465456951,99.77039917920582,UTILITY,139,TOP_LANE
Alistar,Shyvana,41.664303744671386,104.41750470008434,UTILITY,11,TOP_LANE
Alistar,Singed,-4.629530367210739,72.85644865165682,UTILITY,8,TOP_LANE
Alistar,Sion,7.188457959343319,100.25739918829997,UTILITY,323,TOP_LANE
Alistar,Swain,-14.138855477806075,75.88801081715924,UTILITY,21,TOP_LANE
Alistar,Sylas,5.276508409761414,102.67952505927515,UTILITY,68,TOP_LANE
Alistar,TahmKench,-9.678423098376078,95.98226535520912,UTILITY,39,TOP_LANE
Alistar,Trundle,-4.655545529376756,90.02206094434302,UTILITY,67,TOP_LANE
Alistar,Tryndamere,-4.2339732661678875,106.7600980771773,UTILITY,22,TOP_LANE
Alistar,Urgot,0.6404906219246675,100.02319875975893,UTILITY,172,TOP_LANE
Alistar,Viego,15.789494586469775,82.29621590458413,UTILITY,27,TOP_LANE
Alistar,Viktor,21.025130844055095,89.4218774210762,UTILITY,24,TOP_LANE
Alistar,Vladimir,-1.3733440282287332,98.34199683648131,UTILITY,83,TOP_LANE
Alistar,Volibear,12.887750232523437,116.48448564279445,UTILITY,64,TOP_LANE
Alistar,Yasuo,16.938261989372403,117.87179497107316,UTILITY,12,TOP_LANE
Alistar,Yorick,38.350047335699,98.74022723485868,UTILITY,26,TOP_LANE
Amumu,Fiora,-17.99209830930522,99.24231588588562,JUNGLE,6,TOP_LANE
Amumu,Gnar,-48.81390023524035,81.18688492884937,JUNGLE,12,TOP_LANE
Amumu,Jax,0.5199562014148782,100.52538512974036,JUNGLE,9,TOP_LANE
Amumu,KSante,64.52993196645683,90.81091734256258,JUNGLE,6,TOP_LANE
Amumu,Ornn,42.55468100073994,91.46834205117412,JUNGLE,9,TOP_LANE
Amumu,Renekton,-42.13497703290142,76.80711054338438,JUNGLE,9,TOP_LANE
Amumu,Sion,-13.976772841154828,81.2234322670312,JUNGLE,12,TOP_LANE
Amumu,Aatrox,7.386176875299538,96.14517070619674,UTILITY,43,TOP_LANE
Amumu,Camille,-11.274718412755497,99.69267155968538,UTILITY,20,TOP_LANE
