,id,rel_rate,games,winrate,name,role,patch
246,Malzahar-MID_LANE-6.21,21.78814327437907,6,0.5,Malzahar,MID_LANE,6.21
247,Shen-TOP_LANE-6.21,-1000.0,1,1.0,Shen,TOP_LANE,6.21
248,Gangplank-TOP_LANE-6.21,-1000.0,2,0.0,Gangplank,TOP_LANE,6.21
249,Galio-MID_LANE-6.21,-1000.0,1,1.0,Galio,MID_LANE,6.21
250,Lissandra-MID_LANE-6.21,-23.80579847783812,2,0.5,Lissandra,MID_LANE,6.21
251,Irelia-TOP_LANE-6.21,-1000.0,1,0.0,Irelia,TOP_LANE,6.21
252,Trundle-UTILITY-6.21,-1000.0,2,1.0,Trundle,UTILITY,6.21
253,Zac-JUNGLE-6.21,-1000.0,1,0.0,Zac,JUNGLE,6.21
254,Gnar-TOP_LANE-6.21,-1000.0,1,0.0,Gnar,TOP_LANE,6.21
255,Maokai-TOP_LANE-6.21,-1000.0,1,0.0,Maokai,TOP_LANE,6.21
256,Braum-UTILITY-6.8,-4.609924230917135,40,0.45,Braum,UTILITY,6.8
257,Maokai-TOP_LANE-6.8,6.951489298085451,29,0.5517241379310345,Maokai,TOP_LANE,6.8
258,AurelionSol-MID_LANE-6.8,-1000.0,2,0.0,AurelionSol,MID_LANE,6.8
259,Poppy-TOP_LANE-6.8,8.81381295386796,39,0.5384615384615384,Poppy,TOP_LANE,6.8
260,Alistar-UTILITY-6.8,51.1797305208379,15,0.8666666666666667,Alistar,UTILITY,6.8
261,Nidalee-JUNGLE-6.8,27.820647883931525,16,0.4375,Nidalee,JUNGLE,6.8
262,Caitlyn-BOT_LANE-6.8,-4.377117969161954,10,0.4,Caitlyn,BOT_LANE,6.8
263,Lucian-BOT_LANE-6.8,10.169823633609607,45,0.4444444444444444,Lucian,BOT_LANE,6.8
264,Azir-MID_LANE-6.8,6.530406805854245,41,0.4878048780487805,Azir,MID_LANE,6.8
265,Graves-JUNGLE-6.8,3.3319997474336307,41,0.4634146341463415,Graves,JUNGLE,6.8
266,Janna-UTILITY-6.8,3.9388418194857864,4,0.25,Janna,UTILITY,6.8
267,Trundle-TOP_LANE-6.8,4.584905657927655,9,0.5555555555555556,Trundle,TOP_LANE,6.8
268,Ekko-TOP_LANE-6.8,16.529729586627855,41,0.5121951219512195,Ekko,TOP_LANE,6.8
269,Kalista-BOT_LANE-6.8,8.241023765205062,13,0.46153846153846156,Kalista,BOT_LANE,6.8
270,Ryze-MID_LANE-6.8,49.50377631299213,28,0.7142857142857143,Ryze,MID_LANE,6.8
271,Kindred-JUNGLE-6.8,33.26986292087821,36,0.5555555555555556,Kindred,JUNGLE,6.8
272,Ezreal-BOT_LANE-6.8,23.924734463518472,26,0.5769230769230769,Ezreal,BOT_LANE,6.8
273,Poppy-UTILITY-6.8,-1000.0,3,0.0,Poppy,UTILITY,6.8
