champion,Synergy,Performance avg,Performance std,role,games,Matchup Role
Aatrox,Irelia,-47.50161829064614,75.85208132305125,JUNGLE,6,TOP_LANE
Aatrox,Jayce,16.446799692423113,101.12883779851201,JUNGLE,9,TOP_LANE
Aatrox,Kennen,49.55209650194791,90.76780344393998,JUNGLE,14,TOP_LANE
Aatrox,Sion,15.941410601602273,98.42978207723314,JUNGLE,9,TOP_LANE
Aatrox,Urgot,-9.167970186220812,98.18319944153205,JUNGLE,13,TOP_LANE
Aatrox,Vladimir,-37.34703944499856,50.04712477946728,JUNGLE,12,TOP_LANE
Aatrox,Yorick,-47.12746044150684,64.0592981440386,JUNGLE,7,TOP_LANE
Aatrox,Akali,23.11553539281083,99.3512903417642,MID_LANE,26,TOP_LANE
Aatrox,Fiora,-19.986741619662528,80.84964948396059,MID_LANE,8,TOP_LANE
Aatrox,Gangplank,11.92895997786758,84.74594202520458,MID_LANE,12,TOP_LANE
Aatrox,Gnar,-5.618722726156243,80.06465829327105,MID_LANE,8,TOP_LANE
Aatrox,Irelia,-29.775675616536773,92.27312874320275,MID_LANE,6,TOP_LANE
Aatrox,Jayce,23.412658504745167,105.42874448939533,MID_LANE,13,TOP_LANE
Aatrox,Karma,9.426469642926174,117.25116132349807,MID_LANE,7,TOP_LANE
Aatrox,Kennen,16.981265472932623,96.62361114088274,MID_LANE,35,TOP_LANE
Aatrox,Mordekaiser,-46.69973395541741,101.9256804107264,MID_LANE,14,TOP_LANE
Aatrox,Neeko,11.142144523758441,88.37292499870084,MID_LANE,8,TOP_LANE
Aatrox,Ornn,17.37730594410549,89.75350169722971,MID_LANE,12,TOP_LANE
Aatrox,Poppy,56.28826096061592,127.04137107701601,MID_LANE,7,TOP_LANE
Aatrox,Renekton,-78.50819260152139,100.81541485954588,MID_LANE,12,TOP_LANE
Aatrox,Rumble,0.70643937940339,89.58128067542597,MID_LANE,12,TOP_LANE
Aatrox,Ryze,-17.75217605037326,102.10795378043588,MID_LANE,12,TOP_LANE
Aatrox,Sion,-78.30464549418242,70.53498843906775,MID_LANE,10,TOP_LANE
Aatrox,Sylas,21.748209053072785,110.61285823557776,MID_LANE,9,TOP_LANE
Aatrox,Urgot,11.876524580528962,95.67550864246687,MID_LANE,10,TOP_LANE
Aatrox,Viktor,59.49244820444762,77.10412485199205,MID_LANE,11,TOP_LANE
Aatrox,Vladimir,-16.669124220209245,71.08782373623751,MID_LANE,24,TOP_LANE
Aatrox,Aatrox,0.0000000000000005869635256119749,99.99999999999996,TOP_LANE,4731,TOP_LANE
Ahri,Aatrox,-5.530939801035121,95.7260523721425,MID_LANE,165,TOP_LANE
Ahri,Akali,18.081575297593336,93.85805006294238,MID_LANE,55,TOP_LANE
Ahri,Akshan,-32.33227515639223,95.15415151543924,MID_LANE,11,TOP_LANE
Ahri,Camille,4.320508186003035,96.28513616520874,MID_LANE,165,TOP_LANE
Ahri,Chogath,-33.79500894106206,88.49701999906246,MID_LANE,14,TOP_LANE
Ahri,Darius,-20.83805443046709,78.98111387778366,MID_LANE,32,TOP_LANE
Ahri,DrMundo,-35.27077083027005,98.21860560337463,MID_LANE,16,TOP_LANE
Ahri,Fiora,-11.886935021736521,94.80778259840561,MID_LANE,123,TOP_LANE
Ahri,Fizz,45.19875772174756,97.028646434799,MID_LANE,9,TOP_LANE
Ahri,Galio,-5.711667630847214,117.8234047450085,MID_LANE,14,TOP_LANE
Ahri,Gangplank,9.568829871517584,100.40067932016441,MID_LANE,178,TOP_LANE
Ahri,Gnar,-6.814812352744434,102.4098270493849,MID_LANE,495,TOP_LANE
Ahri,Gragas,-7.137778322733171,108.08681949044849,MID_LANE,164,TOP_LANE
Ahri,Graves,-1.6572285890213039,100.06899764498543,MID_LANE,111,TOP_LANE
Ahri,Gwen,2.8929414592537017,99.8958924293296,MID_LANE,321,TOP_LANE
Ahri,Hecarim,-27.56844197307711,95.43848465496224,MID_LANE,16,TOP_LANE
Ahri,Irelia,17.57544967945329,105.47186226163852,MID_LANE,60,TOP_LANE
Ahri,JarvanIV,-2.705508321754094,87.06594767002079,MID_LANE,11,TOP_LANE
Ahri,Jax,14.116833337991569,105.2578666731644,MID_LANE,117,TOP_LANE
Ahri,Jayce,9.806343417219773,100.5803098859388,MID_LANE,183,TOP_LANE
Ahri,Karma,0.6574501511521845,65.47923970349021,MID_LANE,6,TOP_LANE
Ahri,Kayle,-8.42444374248583,96.27458725501548,MID_LANE,42,TOP_LANE
Ahri,Kennen,-2.735724565087718,96.76952276777521,MID_LANE,107,TOP_LANE
Ahri,Kled,17.345175460887564,74.81367499567993,MID_LANE,10,TOP_LANE
Ahri,KSante,8.874869670826204,100.38065967815535,MID_LANE,92,TOP_LANE
Ahri,LeeSin,-42.95199645171615,104.84428870272718,MID_LANE,6,TOP_LANE
Ahri,Lillia,51.57060770400881,108.05442978887434,MID_LANE,7,TOP_LANE
Ahri,Lissandra,-33.553842154792434,101.37088109189848,MID_LANE,17,TOP_LANE
Ahri,Lucian,-9.325734319397974,67.8077662324908,MID_LANE,9,TOP_LANE
Ahri,Lulu,60.500403055063686,94.53200095830609,MID_LANE,13,TOP_LANE
Ahri,Malphite,7.957356743766181,106.37322545460793,MID_LANE,76,TOP_LANE
Ahri,Maokai,2.0467056700442035,93.24656464963334,MID_LANE,77,TOP_LANE
Ahri,MonkeyKing,29.996480517917014,79.48965721879352,MID_LANE,16,TOP_LANE
Ahri,Mordekaiser,-15.104859992450711,91.09798252339584,MID_LANE,16,TOP_LANE
Ahri,Nasus,-0.442352973508072,86.556419106876,MID_LANE,6,TOP_LANE
Ahri,Nautilus,24.75729564325319,107.97305338836179,MID_LANE,37,TOP_LANE
Ahri,Neeko,68.19678208782737,45.37044451792641,MID_LANE,6,TOP_LANE
Ahri,Olaf,19.375432759420715,102.29055412004254,MID_LANE,64,TOP_LANE
Ahri,Ornn,3.1871248442012554,95.91533938784134,MID_LANE,209,TOP_LANE
Ahri,Poppy,-35.33828730203444,97.40401858464492,MID_LANE,27,TOP_LANE
Ahri,Renekton,-11.509636764538948,90.95889913820723,MID_LANE,193,TOP_LANE
Ahri,Riven,-41.81702968944016,81.50702547412166,MID_LANE,16,TOP_LANE
Ahri,Rumble,0.5031261329494026,99.70256453476661,MID_LANE,60,TOP_LANE
Ahri,Ryze,56.14601095892098,118.02064772425331,MID_LANE,12,TOP_LANE
Ahri,Sejuani,4.277639442191334,100.92630578964923,MID_LANE,134,TOP_LANE
Ahri,Sett,-24.46110218745035,91.17019839397648,MID_LANE,29,TOP_LANE
Ahri,Shen,-3.2821043360068245,88.93282568936999,MID_LANE,52,TOP_LANE
Ahri,Shyvana,40.82873734585673,78.6033254309291,MID_LANE,19,TOP_LANE
Ahri,Sion,2.4966851405451447,107.96452859448917,MID_LANE,149,TOP_LANE
Ahri,Swain,-20.79516767859077,116.51492730978124,MID_LANE,6,TOP_LANE
Ahri,Sylas,-23.515840056086475,86.13350586323502,MID_LANE,19,TOP_LANE
Ahri,TahmKench,-0.5355493594103313,94.93804133467484,MID_LANE,8,TOP_LANE
Ahri,Trundle,-23.03455722304883,80.89837824597151,MID_LANE,15,TOP_LANE
Ahri,Tryndamere,2.8383953623935265,106.55282263372283,MID_LANE,86,TOP_LANE
Ahri,Urgot,-21.584543028285385,72.74437055761895,MID_LANE,15,TOP_LANE
Ahri,Vayne,50.0297385063368,93.87731231003224,MID_LANE,6,TOP_LANE
Ahri,Vladimir,-4.211587430746977,116.30364465640055,MID_LANE,21,TOP_LANE
Ahri,Yone,-10.119620153724137,82.82761017475751,MID_LANE,17,TOP_LANE
Akali,Aatrox,4.317460041923753,99.91060386587836,MID_LANE,213,TOP_LANE
Akali,Camille,-4.843347170822164,96.602090850204,MID_LANE,189,TOP_LANE
Akali,Chogath,-42.912257950841244,91.32502137396344,MID_LANE,22,TOP_LANE
Akali,Darius,12.51937043864628,80.22652074830306,MID_LANE,16,TOP_LANE
Akali,DrMundo,9.049611567798284,102.42057061552848,MID_LANE,15,TOP_LANE
Akali,Fiora,-9.152364645987657,102.7306839085899,MID_LANE,95,TOP_LANE
Akali,Gangplank,2.9124905946785677,97.79432803745775,MID_LANE,137,TOP_LANE
Akali,Gnar,4.202536246585007,100.071381405891,MID_LANE,282,TOP_LANE
Akali,Gragas,-5.619632427344955,97.2107865344934,MID_LANE,76,TOP_LANE
Akali,Graves,14.532133653035403,105.66341624983588,MID_LANE,44,TOP_LANE
Akali,Gwen,1.4235964770369383,93.47745366906926,MID_LANE,116,TOP_LANE
Akali,Hecarim,71.2920969913613,112.29296076450208,MID_LANE,6,TOP_LANE
Akali,Illaoi,0.07549002576640333,93.95461217257412,MID_LANE,10,TOP_LANE
Akali,Irelia,-5.962189687017282,84.36575366100621,MID_LANE,63,TOP_LANE
Akali,JarvanIV,-38.9603454113586,69.00170526471258,MID_LANE,6,TOP_LANE
Akali,Jax,-19.020479015699735,96.00920219745643,MID_LANE,109,TOP_LANE
Akali,Jayce,25.313053341361243,102.5314388650374,MID_LANE,118,TOP_LANE
Akali,Karma,35.0696054796383,77.21491521318299,MID_LANE,29,TOP_LANE
Akali,Kayle,6.090522014985153,74.53221921978984,MID_LANE,9,TOP_LANE
Akali,Kennen,-17.969489652414495,106.36370354373132,MID_LANE,67,TOP_LANE
Akali,Kled,12.619915115217626,91.33977955415743,MID_LANE,21,TOP_LANE
Akali,KSante,1.9862508314472875,102.4910340822073,MID_LANE,106,TOP_LANE
Akali,LeeSin,0.5881596007468664,99.75799509445001,MID_LANE,47,TOP_LANE
Akali,Lillia,60.97056788043374,80.18673092341793,MID_LANE,7,TOP_LANE
Akali,Lucian,-13.698705855272172,99.64485631996929,MID_LANE,6,TOP_LANE
Akali,Lulu,5.854484509715616,86.4417596958317,MID_LANE,7,TOP_LANE
Akali,Malphite,-29.69402706452545,87.36921099495478,MID_LANE,23,TOP_LANE
Akali,Maokai,-11.88695575088979,91.82504497258982,MID_LANE,22,TOP_LANE
Akali,MonkeyKing,-9.291083582737883,114.83344132620307,MID_LANE,63,TOP_LANE
Akali,Mordekaiser,17.68060782968917,109.49573903781565,MID_LANE,31,TOP_LANE
Akali,Neeko,-9.81438900319829,83.91667323885108,MID_LANE,10,TOP_LANE
Akali,Nocturne,12.540618874330738,101.29340010101684,MID_LANE,38,TOP_LANE
Akali,Olaf,-0.44795692743565957,107.23173828899424,MID_LANE,31,TOP_LANE
Akali,Ornn,-2.4394490296681206,98.90154694487035,MID_LANE,178,TOP_LANE
Akali,Poppy,-36.041115332973625,83.0964545288122,MID_LANE,20,TOP_LANE
Akali,Renekton,0.2871873864798963,103.98644032934892,MID_LANE,278,TOP_LANE
Akali,Riven,38.62868779070432,84.48822243108151,MID_LANE,7,TOP_LANE
Akali,Rumble,3.7779905474494093,119.62542098356158,MID_LANE,21,TOP_LANE
Akali,Ryze,-7.463272660028941,95.13162532021921,MID_LANE,14,TOP_LANE
Akali,Sejuani,-9.959220281694837,90.12545609869666,MID_LANE,64,TOP_LANE
Akali,Sett,6.3157257935733195,104.12746290304722,MID_LANE,76,TOP_LANE
Akali,Shen,7.929859832401171,88.65720592312232,MID_LANE,41,TOP_LANE
Akali,Shyvana,62.29164561341785,103.20500789017332,MID_LANE,7,TOP_LANE
Akali,Sion,-13.783190793634674,96.73192843117552,MID_LANE,128,TOP_LANE
Akali,Sylas,28.04200836155684,88.68684481050191,MID_LANE,30,TOP_LANE
Akali,TahmKench,90.63321723343101,87.43237070776597,MID_LANE,6,TOP_LANE
Akali,Trundle,-20.070565537396245,95.24508902952886,MID_LANE,6,TOP_LANE
Akali,Tryndamere,-9.673707701575465,82.05115045253653,MID_LANE,23,TOP_LANE
Akali,Urgot,11.313369712683295,102.80914637541647,MID_LANE,58,TOP_LANE
Akali,Vayne,12.581379388759826,122.31914830707657,MID_LANE,6,TOP_LANE
Akali,Viego,-0.4440453467367746,108.77733302635014,MID_LANE,35,TOP_LANE
Akali,Viktor,-27.86702443677738,81.30981548321121,MID_LANE,10,TOP_LANE
Akali,Vladimir,-23.21199326752685,89.2011345222099,MID_LANE,45,TOP_LANE
Akali,Volibear,-3.2914123679941953,90.92350227623837,MID_LANE,23,TOP_LANE
Akali,Yone,17.367085574604488,103.4799449857297,MID_LANE,20,TOP_LANE
Akali,Yorick,-29.71391578980009,121.33633286357146,MID_LANE,10,TOP_LANE
Akali,Akali,0.000000000000002213687305680527,100.00000000000003,TOP_LANE,1156,TOP_LANE
Akshan,Camille,17.367579476904716,107.52256486278532,MID_LANE,11,TOP_LANE
Akshan,Gwen,66.35107049529977,112.40235034847886,MID_LANE,9,TOP_LANE
Akshan,Ornn,-54.04659275429422,69.76792937326995,MID_LANE,7,TOP_LANE
Akshan,Akshan,0.0000000000000025726547329245007,100,TOP_LANE,125,TOP_LANE
Alistar,Alistar,0.000000000000003552713678800501,100.00000000000001,TOP_LANE,14,TOP_LANE
Alistar,Aatrox,-7.7756075484939515,101.51865178036564,UTILITY,337,TOP_LANE
Alistar,Akali,2.799498940079646,95.96312707349902,UTILITY,67,TOP_LANE
Alistar,Akshan,-43.76506490364668,114.93698441062364,UTILITY,6,TOP_LANE
Alistar,Camille,2.2730422905001064,98.36013250548835,UTILITY,306,TOP_LANE
Alistar,Cassiopeia,-2.2228395440237407,77.52032840410463,UTILITY,10,TOP_LANE
Alistar,Chogath,-12.318258762399923,92.07711514972304,UTILITY,110,TOP_LANE
Alistar,Darius,-40.7527272716431,93.06437038645647,UTILITY,34,TOP_LANE
Alistar,DrMundo,-32.21527640260305,90.81352738433353,UTILITY,64,TOP_LANE
Alistar,Ekko,-0.10509484284240374,92.47048963767432,UTILITY,43,TOP_LANE
Alistar,Fiora,-2.464776654080132,91.07037852775957,UTILITY,147,TOP_LANE
Alistar,Fizz,49.33364211194865,88.85853804207385,UTILITY,17,TOP_LANE
Alistar,Galio,-24.13951992025207,97.2490881399643,UTILITY,8,TOP_LANE
Alistar,Gangplank,-4.667777065984643,98.43948546564232,UTILITY,297,TOP_LANE
Alistar,Gnar,3.9746708308073875,102.91574416379645,UTILITY,672,TOP_LANE
Alistar,Gragas,2.9568354056716255,106.33780246687431,UTILITY,204,TOP_LANE
Alistar,Graves,-9.471766043117416,91.48538888942056,UTILITY,51,TOP_LANE
Alistar,Gwen,11.246953777819193,101.44710847741334,UTILITY,150,TOP_LANE
Alistar,Hecarim,4.582338669353703,85.21076090557823,UTILITY,57,TOP_LANE
Alistar,Irelia,5.893994712188331,98.30528320995882,UTILITY,128,TOP_LANE
Alistar,JarvanIV,-20.627855540667202,85.26265865757671,UTILITY,60,TOP_LANE
Alistar,Jax,11.749980735162614,88.98635059232448,UTILITY,108,TOP_LANE
Alistar,Jayce,20.90400087303251,100.87965243511036,UTILITY,262,TOP_LANE
Alistar,Karma,-16.967947060650467,83.61734394957197,UTILITY,35,TOP_LANE
Alistar,Kayle,7.686724269275852,107.75445407895047,UTILITY,14,TOP_LANE
Alistar,Kennen,12.729251141712624,111.48250273076893,UTILITY,153,TOP_LANE
Alistar,Kled,-6.573113785644909,93.9189262948794,UTILITY,18,TOP_LANE
Alistar,KSante,-4.0870891105168505,107.88214399685971,UTILITY,16,TOP_LANE
Alistar,LeeSin,-11.71432347748297,92.75950380470438,UTILITY,35,TOP_LANE
Alistar,Lissandra,-10.343696926559277,100.04644590847893,UTILITY,24,TOP_LANE
Alistar,Lucian,16.60319705252135,101.48063994607796,UTILITY,23,TOP_LANE
Alistar,Lulu,-8.372908097735918,105.00842297111204,UTILITY,37,TOP_LANE
Alistar,Malphite,23.66276701949941,98.05068143579419,UTILITY,59,TOP_LANE
Alistar,Maokai,1.662344530757458,101.32984709266992,UTILITY,177,TOP_LANE
Alistar,MonkeyKing,0.5974135334380352,91.89205781731705,UTILITY,79,TOP_LANE
Alistar,Mordekaiser,2.155254101152515,97.88990628399013,UTILITY,35,TOP_LANE
Alistar,Nasus,-57.21303337003819,114.26538380718331,UTILITY,8,TOP_LANE
Alistar,Nautilus,-3.4256755107725145,110.35702525800338,UTILITY,53,TOP_LANE
Alistar,Neeko,-16.986646303928136,67.45062312799118,UTILITY,12,TOP_LANE
Alistar,Nocturne,26.197982471627235,82.88839078461656,UTILITY,20,TOP_LANE
Alistar,Olaf,-17.40974608247612,88.4298307027479,UTILITY,26,TOP_LANE
Alistar,Ornn,-4.8362534472024,103.38241976157799,UTILITY,268,TOP_LANE
Alistar,Pantheon,54.68499634338458,117.01636634914946,UTILITY,6,TOP_LANE
Alistar,Poppy,3.8264260680884816,103.91691954279817,UTILITY,140,TOP_LANE
Alistar,Quinn,37.22872122303057,104.98364914755456,UTILITY,21,TOP_LANE
Alistar,Rammus,-13.2261436598762,64.48130435555179,UTILITY,6,TOP_LANE
Alistar,Renekton,-10.545410417154404,97.20350743682216,UTILITY,436,TOP_LANE
Alistar,Riven,37.59345289861531,102.1366914074506,UTILITY,24,TOP_LANE
Alistar,Rumble,11.118144188996423,101.30033985181305,UTILITY,158,TOP_LANE
Alistar,Ryze,-2.3368776038149757,84.55043874836464,UTILITY,61,TOP_LANE
Alistar,Sejuani,-3.964746807719931,101.77870641293144,UTILITY,32,TOP_LANE
Alistar,Sett,-11.33211291907046,95.8431153670524,UTILITY,92,TOP_LANE
Alistar,Shen,11.871120649244931,92.36987184756333,UTILITY,122,TOP_LANE
Alistar,Shyvana,-7.378695913467641,118.16215708466203,UTILITY,10,TOP_LANE
Alistar,Singed,39.13929347724507,87.50496588922485,UTILITY,6,TOP_LANE
Alistar,Sion,-1.7741463971348876,103.16382870614586,UTILITY,253,TOP_LANE
Alistar,Swain,-3.5558315951686956,111.92902912796697,UTILITY,28,TOP_LANE
Alistar,Sylas,-3.1451188263345426,91.35833266065735,UTILITY,41,TOP_LANE
Alistar,TahmKench,-16.578314247285682,100.8876191951696,UTILITY,26,TOP_LANE
Alistar,Trundle,-13.646100387827689,103.00644372463543,UTILITY,66,TOP_LANE
Alistar,Tryndamere,-31.61590522647641,81.09995383191277,UTILITY,33,TOP_LANE
Alistar,Urgot,12.466991912204202,102.60174128121189,UTILITY,160,TOP_LANE
Alistar,Vayne,12.321195628514333,91.4695091058406,UTILITY,6,TOP_LANE
Alistar,Viego,16.712406982899186,107.73376458791141,UTILITY,39,TOP_LANE
Alistar,Viktor,-30.827167284335832,70.39866973208545,UTILITY,25,TOP_LANE
Alistar,Vladimir,-15.109851746661796,97.62045155375506,UTILITY,85,TOP_LANE
Alistar,Volibear,-22.646024228713948,82.32100498585021,UTILITY,59,TOP_LANE
Alistar,Yasuo,41.95670445352136,106.60565059030779,UTILITY,13,TOP_LANE
Alistar,Yone,10.102301837642292,70.53462034469892,UTILITY,8,TOP_LANE
Alistar,Yorick,-12.786222498145172,111.58737545263455,UTILITY,19,TOP_LANE
Amumu,Camille,-4.5996102667050796,96.01030624923047,JUNGLE,9,TOP_LANE
Amumu,Jax,-10.442244126607687,106.82003658659266,JUNGLE,13,TOP_LANE
Amumu,Jayce,-10.441297073662414,80.40694947854567,JUNGLE,7,TOP_LANE
Amumu,KSante,3.310561245838828,117.40779425210053,JUNGLE,10,TOP_LANE
Amumu,Olaf,8.00418657684301,100.72405950109354,JUNGLE,6,TOP_LANE
Amumu,Sion,-19.819341351034982,83.51639908692555,JUNGLE,11,TOP_LANE
Amumu,Aatrox,0.3968394844320227,89.04369811149787,UTILITY,37,TOP_LANE
Amumu,Akali,94.61512900411435,74.63942191874204,UTILITY,6,TOP_LANE
Amumu,Camille,32.296406407251034,96.65809848329752,UTILITY,30,TOP_LANE
Amumu,Darius,30.86398283125734,90.0018856295646,UTILITY,6,TOP_LANE
Amumu,Fiora,-17.811903268314033,80.00063582169169,UTILITY,18,TOP_LANE
Amumu,Gangplank,16.399300883274485,119.00599278755156,UTILITY,38,TOP_LANE
Amumu,Gnar,-15.362840225079545,92.47772309401277,UTILITY,97,TOP_LANE
Amumu,Gragas,-12.809036937994762,104.73293192122885,UTILITY,20,TOP_LANE
Amumu,Gwen,-13.711208457127018,85.30646720262601,UTILITY,54,TOP_LANE
Amumu,Irelia,62.07601079522633,97.0563324596657,UTILITY,10,TOP_LANE
Amumu,Jax,-12.427626075991565,114.45632193420862,UTILITY,30,TOP_LANE
Amumu,Jayce,-8.464825394230385,119.24087595567707,UTILITY,9,TOP_LANE
Amumu,Kennen,-3.8828011315636,111.65466203214298,UTILITY,11,TOP_LANE
Amumu,KSante,22.42349930932237,95.0459722346481,UTILITY,8,TOP_LANE
Amumu,Malphite,-18.02021006954011,107.87165001412659,UTILITY,8,TOP_LANE
Amumu,Olaf,2.222651729840303,99.59403022460596,UTILITY,18,TOP_LANE
Amumu,Ornn,-7.256606444303214,97.04337978352537,UTILITY,35,TOP_LANE
Amumu,Renekton,25.113969930913036,94.55000102911751,UTILITY,37,TOP_LANE
Amumu,Sejuani,10.211687016748012,104.09836382423995,UTILITY,32,TOP_LANE
Amumu,Sett,-42.63363998418318,84.2321698506852,UTILITY,9,TOP_LANE
Amumu,Shyvana,-33.29967257896821,87.08863906603496,UTILITY,10,TOP_LANE
Amumu,Sion,-56.31099085703113,48.994398021946566,UTILITY,9,TOP_LANE
Amumu,Urgot,36.19435700388588,124.07933493240415,UTILITY,6,TOP_LANE
Anivia,Aatrox,46.20673173577616,98.35538146262233,MID_LANE,13,TOP_LANE
Anivia,Camille,-102.83220871926517,32.21769325022834,MID_LANE,6,TOP_LANE
Anivia,Chogath,-63.20484102164408,81.5975857611381,MID_LANE,12,TOP_LANE
Anivia,Ekko,0.49479015144987104,122.10882982903101,MID_LANE,7,TOP_LANE
Anivia,Fiora,21.667262742352957,101.43595561095283,MID_LANE,15,TOP_LANE
Anivia,Gangplank,11.544437909902648,77.2729675215875,MID_LANE,11,TOP_LANE
Anivia,Gnar,14.451120289125406,110.08202773912613,MID_LANE,25,TOP_LANE
Anivia,Gwen,47.381627436269845,77.63648304457112,MID_LANE,8,TOP_LANE
Anivia,Irelia,28.237141130100078,95.1661583955975,MID_LANE,11,TOP_LANE
Anivia,Jayce,-18.26929911537071,87.70709466612803,MID_LANE,8,TOP_LANE
Anivia,Maokai,-15.490918351548446,93.3464065525728,MID_LANE,12,TOP_LANE
Anivia,Ornn,-7.131675182968271,96.14839690853742,MID_LANE,16,TOP_LANE
Anivia,Poppy,21.70691137505665,120.54827670632876,MID_LANE,11,TOP_LANE
Anivia,Renekton,40.49606786825567,108.47590685607611,MID_LANE,7,TOP_LANE
Anivia,Shen,83.05286437101773,91.37153908559814,MID_LANE,12,TOP_LANE
Anivia,Sion,-23.014351339893405,103.79979564448658,MID_LANE,19,TOP_LANE
Anivia,Trundle,-54.80059684061338,79.82577493735504,MID_LANE,9,TOP_LANE
Anivia,Urgot,16.412925819728073,105.85558041397955,MID_LANE,6,TOP_LANE
Annie,Camille,-32.086772883271074,90.73298482269885,MID_LANE,14,TOP_LANE
Annie,Chogath,-96.03612753765488,106.45558690791506,MID_LANE,8,TOP_LANE
Annie,Fiora,-25.740191135067615,83.40085723381273,MID_LANE,14,TOP_LANE
Annie,Gangplank,54.799400060381345,120.44339432176066,MID_LANE,11,TOP_LANE
Annie,Gnar,9.58275169706321,105.17716841545942,MID_LANE,38,TOP_LANE
Annie,Gragas,-38.35792601922345,88.38366975805829,MID_LANE,26,TOP_LANE
Annie,Gwen,10.121371918017564,91.37373196919482,MID_LANE,12,TOP_LANE
Annie,Jax,8.296354204258986,96.8164527873904,MID_LANE,39,TOP_LANE
Annie,Jayce,22.034384797576593,120.95385487534098,MID_LANE,13,TOP_LANE
Annie,Kennen,18.582607706659605,102.59352753253764,MID_LANE,22,TOP_LANE
Annie,KSante,-10.421211735023206,88.500974109201,MID_LANE,44,TOP_LANE
Annie,Malphite,41.835282221717684,69.58894195465733,MID_LANE,14,TOP_LANE
Annie,Olaf,60.66842599677253,83.02003353703904,MID_LANE,12,TOP_LANE
Annie,Ornn,-16.115903938368096,93.29714751942826,MID_LANE,16,TOP_LANE
Annie,Renekton,-10.345774966961205,89.8350012786788,MID_LANE,37,TOP_LANE
Annie,Rumble,0.18019369653256376,119.54008715618252,MID_LANE,7,TOP_LANE
Annie,Sion,14.237637390702746,102.1401048855016,MID_LANE,43,TOP_LANE
Annie,Annie,0,100,TOP_LANE,8,TOP_LANE
Annie,Camille,-24.96268636792137,61.461578741665065,UTILITY,8,TOP_LANE
Annie,Chogath,-7.682371815246652,99.68399478616867,UTILITY,8,TOP_LANE
Annie,Darius,58.62242855282145,81.51818509028017,UTILITY,9,TOP_LANE
Annie,DrMundo,-0.7112483489880039,115.54302144466183,UTILITY,15,TOP_LANE
Annie,Fiora,42.09344784583044,99.9520569197027,UTILITY,10,TOP_LANE
Annie,Fizz,48.81634548534184,58.68823548611934,UTILITY,9,TOP_LANE
Annie,Gangplank,31.56514467992886,102.29745755684115,UTILITY,8,TOP_LANE
Annie,Gnar,-11.701602191668698,101.59083678339681,UTILITY,72,TOP_LANE
Annie,Gragas,-27.869075402061643,79.625970241269,UTILITY,13,TOP_LANE
Annie,Gwen,31.811249389805972,85.27036810755266,UTILITY,10,TOP_LANE
Annie,Hecarim,-22.675686345428826,95.85907420050985,UTILITY,15,TOP_LANE
Annie,Irelia,18.09843336407102,79.2900600999977,UTILITY,11,TOP_LANE
Annie,Jax,-11.921594610247388,95.54107197715354,UTILITY,37,TOP_LANE
Annie,Jayce,-8.345363962949754,103.07630979570564,UTILITY,12,TOP_LANE
Annie,Kennen,-39.61431057181438,107.0731666927968,UTILITY,16,TOP_LANE
Annie,KSante,11.405484317148892,81.27045892498515,UTILITY,38,TOP_LANE
Annie,LeeSin,30.7628659769812,96.19547985497518,UTILITY,6,TOP_LANE
Annie,Lissandra,43.58192270100284,29.19509730224378,UTILITY,6,TOP_LANE
Annie,Malphite,-45.29297772293244,101.72407555219712,UTILITY,6,TOP_LANE
Annie,Maokai,1.2562261760839584,101.621775629786,UTILITY,60,TOP_LANE
Annie,Olaf,-40.23593740055796,91.84859753284856,UTILITY,13,TOP_LANE
Annie,Ornn,19.67669797242156,84.56010708143098,UTILITY,12,TOP_LANE
Annie,Renekton,11.697599886542385,105.50055704798237,UTILITY,62,TOP_LANE
Annie,Rumble,15.261960078482812,100.75140614207284,UTILITY,40,TOP_LANE
Annie,Ryze,-13.240523197830328,81.8690011471968,UTILITY,7,TOP_LANE
Annie,Shen,-2.1610367976339817,95.68703718984159,UTILITY,10,TOP_LANE
Annie,Shyvana,-19.120117577119828,116.02205562822365,UTILITY,14,TOP_LANE
Annie,Sion,0.8327443710330708,106.05454667692078,UTILITY,45,TOP_LANE
Annie,Trundle,-31.55771185913705,109.31269656896801,UTILITY,13,TOP_LANE
Aphelios,Aatrox,-1.73171670313895,99.22059707859378,BOT_LANE,509,TOP_LANE
Aphelios,Akali,18.022822308482773,92.12625264487376,BOT_LANE,133,TOP_LANE
Aphelios,Akshan,58.4993609061528,104.12847145208411,BOT_LANE,21,TOP_LANE
Aphelios,Camille,0.5617890644674879,93.83988774189416,BOT_LANE,462,TOP_LANE
Aphelios,Chogath,-1.3031416796149462,88.18019386142863,BOT_LANE,51,TOP_LANE
Aphelios,Darius,31.683044565662286,97.86294022617479,BOT_LANE,46,TOP_LANE
Aphelios,DrMundo,-10.151745996133558,100.91394960996881,BOT_LANE,61,TOP_LANE
Aphelios,Fiora,-1.2823022443195558,99.53299115212536,BOT_LANE,179,TOP_LANE
Aphelios,Gangplank,3.6847255368567686,97.73433473768188,BOT_LANE,380,TOP_LANE
Aphelios,Gnar,-1.6967722775993936,99.30624560710677,BOT_LANE,815,TOP_LANE
Aphelios,Gragas,-8.961307947105631,102.05640659358728,BOT_LANE,363,TOP_LANE
Aphelios,Graves,-3.0742448059187386,107.4201624586798,BOT_LANE,239,TOP_LANE
